text,label
"Wurzelschlagen Rübling wenn das so lange auslaufende Startbasis hat und weil er so eine schleimige Oberfläche hat bei feuchtem Wetter und kriegst du auf so Stümpfe drauf. Und den kann man essen. Ich habe ja zäh, fleischig, und vom Geschmack her lohnt sich nicht. Cebit Lehrer das Ding, Meint Pilzexperte Georg Müller aus Bad Herrenalb. Nicht alle Pilze sind giftig, sagt Müller, aber viele schmecken einfach nicht. Beim Wurzel Schleim Rübling ist er schon der Name abschreckend, und die Sammler sind dankbar. Trotz Regen und kühlen Temperaturen tragen sie tapfer ihre Körbe hinters Naturkundemuseum in den kleinen Nymphen Garten. Ich würde es jedem empfehlen, hier herzugeben und sich beraten zu lassen, weil eben mal lernt, auch was dazu trat. Jetzt mit den Pilzen, weiß ich jetzt okay, die sind zwar vielleicht schön, aber nicht unbedingt schmackhaft, Und es dauert auch nur wenige Minuten. Da stehen sie auch schon Schlange. Die Pilzsammler mit ihrer Beute. Diese hier zum Beispiel hat einen hübschen braunen Perlpilz gefunden. Der sieht schon so aus, als ob er richtig gut schmecken könnte. Aber Vorsicht, der gehört nämlich zur Familie der Knollenblätterpilze. Und es ist eine der wenigen, die auch tatsächlich essbar sind. Charakteristisch bei denen es eben dieses Rödental Fleisch, wenn irgendwelche Verletzungen wir sind. Hier sieht man es auch durch das Anfasser. Hervorragende Pilz. Aber es kann man nur Kenner empfiehlt, die zumindest die andere tödlich giftige Pilze kennen. Lieber Finger weg oder doch dem Experten Vertrauen. Der Sammler weiß nicht recht. Der Experte gib mir das grüne Licht, aber ich hätte mir Zweck geräuchert. Knollenblätterpilz in Paris mich nicht ran. Da nützen auch die Überredungsversuche der beiden Pilzberater. Nichts ist vielleicht besser so. Die Sammler sollten nur das nehmen, was sie kennen, meint Georg Müller. Meistens sind die Leute schon grob, was es sein könnte und mit Stars wie sie, ob es da ist. Unabweisbar standen letztendlich also das Niveau von der Leute ist schon doch ziemlich gut inzwischen. Aber es ist ja auch verflixt manchmal, da kommt eine mit einem wunderschönen großen Wiesenchampignon. Eine ganze Abendmahlzeit ist das und schmackhaft. Aber die beiden anderen, die sie dabei hat, die sehen fast genauso aus. Nur sind es halt leider keine Wiesenchampignons. Da gibt es ein Doppelgänger. Dass er ähnlich aussieht, ist auch ein Champignon. Da aber giftig ist und da wächst gar nicht so Stadtgebiete wie Parks oder nie Gelände zum Beispiel oder auch hier direkt Forum Museum gibt es auch Der Karbol-Egerling. Aussehen allein reicht eben nicht. Manchmal muss man probieren oder wenigstens dran riechen, Wenn man ein bisschen warm macht in der Hand ist der kalte Schwert gerade mal ein bisschen anwärmen, dass er den Duftstoff freisetzt und dann dann regelrecht ist. So komisch Apotheke mäßig. Und das ist dann eigentlich klar, Nicht tödlich giftig. Aber für Bauchweh reicht es allemal. Manchmal es schon gut, wenn man die Experten von der Pilzberatung fragen kann. Gute Zeiten jedenfalls dieses Jahr für alle Pilzliebhaber, sagt Georg Müller. Dieses Jahr haben wir einen ein klassisches Steinpilz, ja, ein trockener Sommer, gefolgt vom feuchte Herbst. Das möge die Steinpilze sehr. Das klingt jetzt gerade an, und die Leute bringen schon einen Pamjat Steinpilze mit. Es wird noch zunehmend der nächste Tage, wahrscheinlich",0
"Guten Morgen, SWR vier, Baden-Württemberg an diesem 10. Januar und mittlerweile gibt es ja viele kuriose Motto-Tage. Heute zum Beispiel ist der Tag der Blockflöte. Die gab es schon in prähistorischer Zeit, das haben archäologische Funde tatsächlich ergeben. Und es ist ja auch ein tolles Instrument, vor allem, weil die Blockflöte relativ leicht zu erlernen ist. Erst klingt so Und irgendwann dann so Sehr gut. Da muss man dann schon ein bisschen üben. Berühmte Blockflötenspieler sind beziehungsweise waren König Heinrich, der achte David Bowie, Jimi H endrix, Ingrid Peters, Stefanie Hertel, Wolfgang Petry und Andreas Gabalier. Und auch in Tübingen gibt es viele, viele Blockflöten, Fans, die immer mal wieder auf das Instrument stoßen, Tatsächlich beim Umzug jetzt wiedergefunden. Ich habe natürlich einmal kurz nochmal angesetzt, dann probiert. Aber es wurde nicht besser. Ja, ich habe schon mal Blockflöte gespielt, da war ich noch ganz klein. Ich klar geweint. Neun. Grundschule, Blockflöte, dass ich noch nie gespielt. Aber ich finde es schon beeindruckend, allgemein Instrumente spielen zu können. Ja, als Kind so mit sieben oder acht. Und dann habe ich mich Sorbet durchgesetzt und bin gleich auf die Gitarre. Ich fand es ganz schrecklich. Ich mag es nicht, wenn man irgendwie zum Musizieren gezwungen wird, und das war in der Grundschule ja immer so. Ich konnte es nie richtig, und es hat sich aber ein bisschen schräg angehört. Von der Sopranino über die Sopran Alt, Tenor, Bassflöte hat mir viel Spaß gemacht, vor allem im Ensemble. Ich habe die Blockflöte wieder gefunden, als ich das Haus meiner Eltern ausgeräumt habe, und habe es probiert, ob es noch geht, aber auch n och Noten gefunden. Und es ging noch A Flöte spielen nicht wie ein Fahrradfahrer. Heute darf man sich ein bisschen feiern am Tag der Blog Flöte. Vielleicht holen sie ihre Mal wieder raus und sp ielen ein Lied oder versuchen es zumindest",6
"Die Schlangen an Impfbussen und Impfzentren sind lang, einige Ärzte haben sogar an den Feiertagen noch stundenweise geimpft. Meist waren es Booster-Impfung, die ja in Rheinland-Pfalz auch schon drei Monate nach der Zweitimpfung möglich sind. Und ja, die vierte Impfrunde, die Christ auch schon am Horizont Gesundheitsminister Lauterbach Da der Schutz zwischen 70 und 80 Prozent liegt, könnte es sein, dass der nicht allzu dauerhaft ist. Ich würde persönlich als Wissenschaftler davon ausgehen, dass eine sogenannte vierte Impfung notwendig sein wird,",5
"Wunderbar finde ich das trotz des Wetters ist das super, dass so viele Leute mitmachen, auch ganz doll. Es ist immer vom Atmosphäre her ist immer toll. Die Akteure, wo Ausreden sind toll. Also, das mache ich immer Riesenspaß hier mitzugehen. Die Leute sind Ofen einfach wunderbar Lassen. Also mir fällt euch gut, man wirklich richtig richtig. Manderscheid bin ich doch nicht gewesen. Sehr schön auch wieder Monotti macht mit der Stadtführung Also wir haben uns eigentlich schon die ganze Zeit darauf gefreut. Als meine Freundin gesagt hat, waren nach Manderscheid SWR wandern. Da war schon Vorfreude da, insbesondere weil wir vor drei oder vier Jahren schon in Hetzerath auch mitgegangen sind. Da war natürlich etwas besseres Wetter, aber von da hat man noch eine gute Erinnerung. Diese Freiheit ist einfach unheimlich. Toll, ne diese. Nun werde ich auch noch unheimlich stark, wenn die Eintracht, die die Menschen, die 100 Menschen am unterwegs sei. Wir sind zwar schon viel gewandelt, aber nur alleine oder zu 2t. Aber hier fand ich einfach sehr schön. Ich muss schon sagen Super. Trotz diesem Wetter sind wir da geblieben. Bis zum Schluss also wirklich war toll.",6
"Alle Informationen dazu kommen heute vom Betriebsrat, nicht von der Unternehmensspitze. Volkswagen bestätigt die Sparpläne nicht. VW spricht nur von einer ernsten Lage und verweist darauf, dass hinter verschlossenen Türen verhandelt werde. Nicht öffentlich heißt, ob es am Ende wirklich drei Werke sind oder weniger, ist heute unklar. Und welche Werke wegfallen könnten, auch dazu gibt es heute keine gesicherten Informationen. Alleine in Wolfsburg hat der Betriebsrat 25.000 Beschäftigte zusammengetrommelt. Auf dem Werksgelände und in der Stadt herrscht plötzlich Jobangst ein Gefühl, dass sie in Wolfsburg lange nicht kannten, sagt Gewerkschafter Luigi Catapano. Es ist eine harte Zeit für uns, aber wir halten Kurs. Wir sind für die Kollegen da. Und wenn nicht wir, wer dann? Den Kollegen noch einmal Mut zu geben und zu sagen, hey, wir müssen gemeinsam stark sein und für mich persönlich ist klar jetzt ist Widerstand angesagt. Volkswagen muss sich auf massive Proteste der Belegschaft einstellen und ab Dezember möglicherweise auch auf Warnstreiks. Es brennt, sagt Betriebsratschefin Daniela Cavallo. Es dürften die härtesten Konflikte seit Jahrzehnten werden. Laut Betriebsrat plant Volkswagen einen historischen Kahlschlag. Nicht nur in den Werken, die zumachen sollen, sondern auch darüber hinaus weniger Schichten, weniger Produkte, weniger Abteilungen. VW soll schrumpfen es werde alle treffen, meint Cavallo. Auch dazu sagt der Autohersteller selbst nichts. Allerdings lässt eine VW-Pressemitteilung erahnen, wohin die Reise geht. Volkswagen stehe an einem entscheidenden Punkt seiner Unternehmensgeschichte, teilt VW schriftlich mit. Britta John ist seit 27 Jahren bei Volkswagen. Auch sie engagiert sich in der Gewerkschaft. Sie hofft, dass die VW-Spitze noch umdenkt. Personalabbau ist nur eine Stellschraube von vielen. Es gibt viele Alternativen, und ich erwarte ein Konzept vom Vorstand, vom Management, uns diese  Wege aufzuzeigen. Und das sehe ich leider im Moment nicht. Zum Schichtwechsel verlassen heute viele VW-Beschäftigte schweigend das Werksgelände. Sie müssen die Nachrichten erst einmal verdauen, und auf anderer Ebene wird schon der nächste Termin vorbereitet. Übermorgen treffen sich Gewerkschaften und VW zur nächsten Runde der Tarifverhandlungen",1
"In der Fußgängerzone auf den Planken geht es noch, aber in einigen Seiten und Querstraßen der Mannheimer Innenstadt liegt so einiges rum. Aldi-klamotten Leergut, Viel Sperrmüll, viel Müll. Obwohl viele Mülleimer hier ste hen, leere Klopapierrollen, viele Zigaretten. Jeder wirft einfach hin, vorgeht und steht Kinobetreiber Erdmann lange Zeit mir in den Straßen das, was er fast täglich vorfindet. Wir haben jeden Tag Müllablagerung, wilde Sperrmüllablagerungen rund um unser Kino. Und wir haben einfach das Problem, dass wir erheblichen Personalaufwand haben, um unseren Eingangsbereich sauber zu halten. Die Straße kehrenden Gehweg hören das haben wir eh immer gemacht, obwohl es eigentlich ja mittlerweile so ist, dass wir dafür Gebühren zahlen. Wenn wir uns darauf verlassen würden, wären wir ja wirklich aufgeschmissen. Dann würden die Leute wirklich knöcheltief durch Müll zu uns gehen müssen ins Kino. Erdmann lange meldet der Stadtreinigung fast täglich Dinge, die wieder und wieder irgendwo rumliegen passieren, tut aber aus seiner Sicht viel zu wenig. Und es ist auch nicht nur der ganze Müll. Wir haben das Problem, dass in umliegenden Quadraten wild ruiniert wird. Es gibt hier keine öffentlichen Toiletten. Die Zustände sind eigentlich finde ich unhaltbar, dass es mitten in der Innenstadt und ich finde in der Stadt die Kulturhauptstadt sein möchte. Die jetzt im November, wenn wir das Filmfestival auch bei uns im Atlantis ausrichten, Gäste aus aller Herren Länder hat, die kann sich so nicht präsentieren. Das ist einfach beschämend. Die Stadt lässt die Fußgängerzone täglich reinigen, sagt sie. Das stimmt, sagen Menschen, die in der Stadt wohnen oder arbeiten. Die Stadt macht schon oft sauber. Ich finde, die Leute werfen einfach hin. Auf Anfrage des SWR reagiert die Verwaltung schriftlich mit diesen Worten das Möller Eingreifteam der Stadtreinigung entfernt gemeldete wilde Ablagerungen und besondere Verunreinigungen kurzfristig und unbürokratisch. Erfahrungsgemäß kommt es aber relativ schnell zu erneuten Ablagerungen. Die Stadt vermutet, dass das Verständnis über das richtige Entsorgungs Verhalten fehlt, aber auch einfach Bequemlichkeit oder Gleichgültigkeit. So sieht es auch Kinobetreiber lange. Es muss dann im Zweifelsfall auch mal geahndet werden, wenn jemand sein komplettes Wohnzimmer einfach auf die Straße schmeißt. Ich glaube, dass in der westliche Unterstadt zum Beispiel ein großer Teil der Bevölkerung gar nicht w eiß, wie das funktionieren soll mit der Müllentsorgung. Da muss halt mal jemand an den Haustüren klingeln. Flugblätter in der entsprechenden Muttersprache mit bringen und da reicht es nicht, dass auf irgendeine Webseite zu stellen, wenn einfach jeden Tag dann der Müll abgeholt wird, dann verstetigt sich das, dass jeder denkt. Ich werfe es einfach aus dem Fenster.",0
"Hoffmann und Bettina Koch sind die and die, die Anna und die andere zwei ziemlich beste Freundinnen bei SWR vier, Rheinland-Pfalz Schon weg. Was ich habe. Gerade eine Ziege meint mit dem Who, sondern die Moni. Ja, die war mir entgegengekommen. Also dir ihr Kleid. Was so was von nett gibt Büchel? Zach sie ist ihnen entgegengekommen. Un d ach, ihr Kleid. Wahlen nett gebügelt, weil es ja vielleicht aus Leinen war. Das braucht man nämlich nicht zu bügeln. Ich Spiegel alles Schweiß, wahrscheinlich sogar Handtücher. Sogar Unterbuchse Bügler unter bei Radiohören Das Beste, Ich steht meinen Herbert nie mit einem ungebügelte Hemd aus dem Haus gehe, lasse ONE steht nie fern, man auch noch, dem sei Hemd. Büchele. Deswegen habe es auch keiner, als ob. Ich habe sogar mal einer der Wolke beim Bügler hell. Und nach 5 Minuten hat er es schon gemeckert. Mal Bügeleisens nix. Es ging so schwer, so die, der ja brauche. Habe es ihm nicht erklärt, dass man vorher die Stecker in die Steckdose muss. Und die Anna zwei ziemlich beste Freundinnen bei SWR vier, Rheinland-Pfalz",2
"Die Viertklässler Ava und Meru stehen in ihrer Grundschule im rheinhessischen Gau-Odernheim vor einem großen Tisch. Darauf liegt ein Koffer mit Lernmaterialien, aber auch ein Plakat. Die beiden sollen hier kleine Kärtchen mit Gegenständen sortieren in die Kategorien. Hier fließt Strom oder hier fließt kein Strom. Beim Energiespar Führerschein sollen die Grundschulkinder mit solchen Spielen,  aber auch Experimenten an das Thema spielerisch herangeführt werden. Und Aber und Meru haben da auch so einiges dazugelernt, Das ich vielleicht auch weniger das Licht, Anlasser. Ja, wenn ich mir Zahnspange putze, da lässt sich manchmal als fest ihnen das Wasser laufen. Dass ich das dann auch lieber ausmachen, Wie man Strom spart und zum Beispiel auch mitgenommen, wie das ungefähr geht mit der Biomasse weiß es nicht genau. Aber dass es überhaupt so was gibt, wusste ich gar nicht. Auch ihre Lehrerin Anne May ist von dem Projekt überzeugt. Denn als eine von drei Pilotschulen konnte sie bereits mit ihrer Klasse den Lernkoffer ausprobieren. Der Koffer ist so vielfältig, da sind Spiele drin, da sind Experten Texte toll aufgearbeitet. Mit vielen Bildern war ein ganz bunter, vielfältiger Tag. Ich weiß am Ende des Tages, was alle Kinder rückgemeldet haben. Was am spannendsten fanden, waren die Experimente, und da kann ich mich an so einen Luftballon Experiment, wo die Kinder sich den Luftballon an die Haare gerieben haben. Das ist so bei den Kindern hängen blieben ja Entwickelt hat den Koffer der Energieversorger EWR. Das Unternehmen leitet ihn ab sofort kostenlos an die Grundschulen in Rheinhessen aus, obwohl es ja eigentlich sein Geld verdient mit Energie und Strom. Stefan Wilhelm, Vorstandssprecher bei EWR, sagt aber, dass die Energiewende für ihn alternativlos ist und auf nützt es uns, am Ende ein Unternehmen zu haben, was auf dieser Welt, wo es nicht mehr lebenswert ist, versucht, Energie zu verk aufen. Das macht keinen",0
"Trudeau und 1643 steht an der Fassade eines kleinen Geschäfts im Pariser Maghreb-Viertel. An der Kasse brennt ein Teelicht, Verkäufers, die feinen Kreationen sind nur Trümmer. 1643 hat der Pariser Wachszieher Claude Rudolf unsere Marke gegründet, als er führte ein Geschäft für Kerzen und Gewürze. Seine Erben erstehen später die erste und einzige königliche Kerzenmanufaktur bei Paris und entwickeln sie weiter, rief Fabrik Julius Hirsch. Sie haben besonders für das Schloss von Ve rsailles und für viele Pariser Kirchenkerzen gezogen, auch für die Madeleine-Kirche polnischer Susanne Wieseler. Madeleine war die, Den heißen die Kerzen bis heute, die nach Granatapfelrot bis olivgrün sortiert, neben der Kasse aus Fächern gucken mit dem Docht voran. Nebenan dickere, längere Kerzen für antiquarische Halter, die Royalen. Sie gingen früher an den Hof. Stefan gespult, Einpackpapier mit Weihnachtsduft, legt es sorgsam über einen Sechserpack Kerzen. Er hat nichts gegen Gas, Laternen oder Glühlampen. Norbert Kyi will Das gehört, alles dazu. Paris wird der Stadt der Lichter genannt. Alle, die kommen, sollen jedoch träumen können. Für uns aber ist die Kerze gerade in diesen schwierigen Zeiten besonders wichtig. Immer mehr Menschen kaufen Kerzen als eine Geste, um Strom zu sparen. Deshalb verkaufen wir jetzt 15 Prozent mehr. Madeleine und Royal Sind Programm, Kerzen schenken auch Wärme, manchmal Duft. Verkäufer Stefan hebt Glasglocken hoch, indem man hineinschnuppern kann Kein Notruf Unsere Kerze Weihnachtsbaum hat eine grüne Note mit Zistrose und Weihrauch. Und wir haben eine Gewürz Kerze entwickelt, die wie Glühwein duftet. Muscat, Zimt wie auf deutschen Weihnachtsmärkten. Frohe Weihnachten für alle Tribuno electus Paris, finden die Einwohner, bleibe die Stadt der Lichter mit glitzernden LEDs und flackernden Kerzen, mit Stromsparen und Weihnachtsmagie das Image verpflichtet",0
"Die SWR eins alles geht mit Antje, Und h eute geht es vor allem in Sachen Papier, Pappmache und so weiter. Und sofort. Wir basteln uns schöne Sachen aus wirklich alltäglichen Geschichten wie zum Beispiel einem Buch Papier. Antje, du hast ein ganzes Stadion aus Papier mitgewirkt. Ja, ja, das ist nicht von mir. Das ist von einem meiner Söhne. Die hatten so eine Phase, da haben die E. M. WM-Stadions nachgebaut. Das muss so um die Fußball E. M. 2006 gewesen sein. Da ging das los. Also, da haben Sie zum ersten Mal so richtig dran teilnehmen, Kommen an dem ganzen Rummel und fand das ganz toll. Und man sieht hier das hat so die Form einer Kamenbert Schachtel, wie man sie im Supermarkt findet. Er ist aber liebevoll von Kinderhänden auspacken Pier gebastelt worden, buntbemalt sogar in einen drin. Also sieht man die Ränge gebastelt. Man sieht das Fußballfeld, und obendrein ist sogar das Stadiondach und außenrum das Stadion Fußball und  wirklich ganz, ganz toll, liebevoll bemalt. Man sieht sogar die einzelnen Sitzplätze Wahnsinniger und vor allem ich habe imme r gedacht, dass es eine Wahnsinns-Stimmung drin in dem Stadion jeder Platz besetzt. Da haben Sie sich echt viel Mühe gegeben. Nee, aber ich habe, als ich diese Sendung vorbereitet habe, nachgedacht. Oh Gott, ich hab da oben zwei Riesenkästen stehen, wo dieses gebastelte von den Söhnen drin ist, Binnen auf die Bühne geklettert habe, das aufgemacht, angeschaut und gedacht, dass, da müssen wir auch noch vielleicht darüber reden. Wie hebt man diese Sachen auf? Mein Mann hat immer gesagt wir haben so viel Zeug, schmeißt mal weg und so. Und jetzt war ich doch ganz glücklich und beseelt, das a nochmal auspacken zu können, nach all den Jahren nicht. Die Farbe hat sich gut gehalten, und es ist ja nur einfach mit Filzstift bemalt, ja, vielleicht auch an die Schwarmintelligenz. Wie hebt man das schöne, selbstgebastelte eigentlich auf? Man kann es ja nicht immer präsentieren, gerade in der Wohnung. Oder du kannst doch nicht alles präsentieren. Welches Mal denke unsere unsere Tochter, was die teilweise aus der Schule und auch aus dem Kindergarten mitgebrachtes Ah, Bilder. Ordner habe ich auch noch. Also massig, wo du dann sagst okay, ist das noch Kunst? Oder kann das weg? Also sie selber fragen darfst du ihr nicht? Weil das ist total. Aber das interessiert uns, wenn hier auch solche kleinen Kunstwerke hat, die von euren Kindern gebastelt wird. Wie bewahrt man das auf meine? Das riecht nicht mal muffig. Selbstverständlich einen schönen, sauberen Karton getan. Das steht jetzt auf unserer Bühne, die Gottseidank nicht schimmelig ist. Also so kann auch Papieren des lange überdauern. Richtig, weil bei diesen Sachen hast du sonst immer diese gewisse Kellerreife Boulevards o",1
"Messe soll die Feste feiern Wiese Falle und Gott, Yukos sei Dank während des Woche entweder ganz reif und Festivität eingeläutet pro Merse. Stehplätze kann, wie man bei uns in Mann sagt will Samba. Am 11.11. geht die Fastnacht an. Aber alles hängt ja dann auch der Haussegen schief bei die Herren der Schöpfung, der Heimweh. Schnitt mehr finde Unterhauses ja früher in Man s, wie der Volksmund erzählt. Der sogenannte Lumpe Klöpse gebe im Dachreiter Fonda, Quintans Cash, onore, Glöckchen, Ofen, Turm von Sankt Stephan. Aber im Krieg ist alles zerbombt von und beide, Klöckner habe um Punkt 23 Uhr gebimmelt, und er wusste Vater oder der Bub, dass es Zeit zum Heim gehe, war. Und die Mama mussten nicht länger mit dem Belgier Holz hinderte die er lauern auch der Braun, die Frau streng. Die hatte nämlich die Glocke Silvester bezahlt mit dem Verkauf von ihrem Tafelsilber. Alles habe sie gesammelt und versetzt nur, dass er nicht in die Wirtsstube versacke muss. Heutzutage ist die Betreuung von des säumige Männer aber prompt. Funktionell sei es, lauern aber auch ganz anderen Gefahren. Und deshalb kriegt jetzt die Pariser Polizei Unterstützung von gewisse Nacht. Clowns von Arbeitslose, Spaßmacher und artiste, wo in Zweier und Dreiergruppe die Nachtschwärmer sicher in der heimatliche Have bringe und für Ordnung sorgen mit Gesang und Klang geht es doch nicht ins nächste Restaurant, beileibe auch nicht ins Auto, sondern in die Metro, wo Kondukteur f ür sicheren Transport zu drei und Gas und Aufpreis gebe die Clowns, die Feuerschlucker und die Akrobatik auch häusliches Geleit, Gel. Und wer Glück hat, dem Kelbert nicht nur der Oxby als Sprüche zu sagt Mal wer Glück hat, dem zaubert in Makiadi fahren aus dem Hals und der Auffassung Kopp und niemand mehr mehr. Was von den nächtliches Ende leider aber nur unter dem Himmel Front Harry",2
"Swr eins Arbeitsplatz frag den Karrierecoach, Das ist Martin Wehrli. Und David aus Koblenz hat uns diesmal die Frage gemailt. Er schreibt ich bin nach vielen Jahren in meinem Betrieb habe ich vor zwei Jahren die Branche gewechselt. Leider bin ich mit meinem neuen Job gar nicht so zufrieden. Ich fühle mich nicht so richtig wohl, wünsche mir oft die alten Bekannten Routinen zurück, die mir Sicherheit geben. Kann ich zurück wechseln? Oder ist das Gift für den Lebenslauf, weil es ganz klar nach Scheitern aussieht? Ich glaube, da wird ich habe eine gute Nachricht für Sie, denn es ist genau umgekehrt. Wenn sie zurückkehren in einen Betrieb, indem sie schon mal waren, dann ist das Signal an den Arbeitsmarkt ein positives. Denn man wird sehen, dass sie dort offenbar einen guten Job gemacht haben. Dass sie dort im Guten gegangen sind, dass sie dort keine zerrissenen Tischtücher hinterlassen haben. Und wenn man sie wieder will, wo man sie kennt, wo man sie schätzt, dann zeigt das, dass sie offenbar eine richtig gute Arbeitskraft sind. Und die Interpretation anderer Unternehmen wird nicht sein, dass sie wieder zurückwollten, weil sie nicht klargekommen sind, sondern die Interpretation wird er sein, dass ihr alter Arbeitgeber gesagt hat Mensch, der David war richtig gut, den holen wir zu uns zurück. Also ich kann Ihnen in jeder Hinsicht zuraten, dass sie wieder in diese Firma gehen. Unsere Experten beantworten auch ihre Fragen zu Job, Karriere und Arbeitsrecht. Schicken Sie uns Ihre Fragen an Arbeitsplatz ab SWR eins. DE",1
"Swr vier Baden-Württemberg gewappnet gegen Einbrecher Wir sprechen heute mit Ihnen über dieses wichtige Thema. Gerade jetzt, in der dunklen Jahreszeit ist das ja einfach öfter wieder der Fall, das eingebrochen wird nach der Corona Paris, Pandemie also während der Corona Pandemie. Da war die Zahl der Wohnungseinbrüche stark gesunken. Jetzt danach steigen die Fallzahlen wieder. Von uns bekommen Sie heute Tipps, wie sie sich gegen Einbrecher am besten schützen können, so wie es diese Menschen in Friedrichshafen tun. Ich habe Geht doch  ja, und die Türen, die sind alle mit Sicherheitsschlössern ausgestattet. Wir haben Hund. Nee, wir sind gut ausgerüstet. Man selber Schlosser und habe von dem er auch Erfahrungen mit Schlössern. Wir sind ein Dreifamilienhaus, und wir wollen nicht in der Mitte. Also, da brauche ich überhaupt weiter oben. Da kommt gar nicht hin und Bundesliga nach. Marc Obersinn Nachbar also gar keine Chance zum bei uns Einbrecher. Mehr haben wir alles macht, was irgendwie möglich ist. Alarmanlage ja. Und Autotür, Schlösser und Fenster alles ist gesichert, Wie Sie Ihr Zuhause vor Einbrechern am besten schützen und wo es auch mögliche Schwachstellen gibt. Das hören Sie heute bei uns. Experten geben Tipps und beantworten natürlich auch ihre Fragen rund ums Thema Wohnungseinbruch. Und diese Fragen können Sie uns jetzt schon schicken entweder per Mail SWR vier. DE anklicken und einfach reinschreiben oder Sie rufen uns an null sieben elf 92 92 92 92 ihre Fragen zum Thema Wohnungseinbrüche Der Wabnitz gegen Einbrecher alle Infos jetzt SWR vier, SWR vier. Baden-Württemberg",6
"Jetzt gibt es ja gerade mal so eine kleine Musikpause. Es war ein Wahnsinns Sound. Also auch schön laut . Du darfst dich ganz kurz vorstellen, aber ganz geheim. Mein Name ist Britta Medeiros, und die Leute können ich wollte immer wieder und so fantastisch in der SWR eins Benzings, danach schon einmal daneben Chris Stockert und machst fast dasselbe wie die Britta nur in männlicher Variant. Und jetzt habe ich einen Auftrag, die Suche nach Geheimnissen und geheimen Einblicken. Ich habe Mister Wein gehört. Ich gehe davon aus, dass das jetzt wahrscheinlich nichts gehört. Ich habe weiblich. Oh, dann habe ich einfach den falschen Song hier gehört. Ich habe hier ein anderes Geheimnis, ist irgendwie ein bisschen lüften. Könnte was spielt hier was? Was werdet ihr? Sieben Wiener Meier ist es nicht. Ich fürchte, Karel Gott wird in dieser Hitparade wieder sehr weit oben platziert sein. Hat gute Tradition. Also, das können wir schon sagen, dass wir ihnen nicht dabei haben. Okay, das ist ja immer schon mal ein Geheimnis, dass wir jetzt gelüftet haben. Ich gehe noch ein bisschen weiter rum. Hier gibt es noch einen guten Mann an den Keyboards. Das ist der Friedhof Reader Berlin, den die SWR eins Fans kennen, weil du jahrelang sowieso bei uns in der Musikredaktion raus und Zeit Jahren fleißig weiter Musik machen. Es mit SWR eins Band und auch der Schleier hatte zu hören sein kannst du mir Geheimnisverrat. Frieden Is könnte mir vorstellen, wir machen es wie Buddy Rich. Der hat nämlich mit seinen Jungs immer geprobt und geprobt und beim Konzert ganz andere Stücke gespielt. Das ist frech. Okay kann man natürlich auch so machen. Vista denn zum Beispiel. Wer auftreten, wird am Freitag kurz gefasst, als wir, das wissen selbst wir noch nicht. Es gibt es sogar manche. Ich habe jetzt mal wirklich gedacht wie könnte man Geheimnis lüften. Aber das Geheimnis, ein guter Musiker, ist schon mal gesagt ist auf jeden Fall auch üben, üben, üben. Ich ja, aber es heißt ja auch verübt, fällt den Kollegen in den Rücken. Da zeigt er auf ich gehe jetzt mal rüber zum Schlagzeug, Der hat die Moment. Moment bei der Akustik ist einfach Unwahr. Es stimmt nicht, dass wer probt, fällt den Kollegen in den Rücken. Es ist genau andersrum. Wer nicht übt und nicht probt, fällt den Kollegen in den Rücken Herr Randecker, hast du denn noch ein anderes Geheimnis, desto lüften ein ganz großes Geheimnis ist. Und es gibt es ja schon seit über 20 Jahren. Und ich sage es heute das erste Mal. Es macht mir richtig Spaß also doch, Das ist ja der Waffen, die Leute super. Aber das ist wirklich",4
"Hallo, ich bin Katja aus Ahrweiler. Direkt nach der Flut mussten wir umziehen, und in den letzten drei Jahren hat sich wirklich viel getan. Wir konnten nach einem Jahr wieder in unser Haus Schrägstrich Baustelle zurück, und ich hatte damals nicht gedacht, dass es drei Jahre dauern wird, bis alles ungefähr wieder so aussieht, wie es vorher war. Nein, über den Garten wollen wir noch gar nicht reden. Aber ja, als Familie haben wir gelernt, langsam, kleine Schritte. Und was die Nachbarschaft anbelangt. Man hat ja vorher sich nicht so richtig gekannt. Neu. Jeder hatte so rufen ja sein privates und bei allem schlimm, was mit dieser Katastrophe war bei allem Leid, bei allem Elend. Bei den vielen Tränen hat man dann in der Nachbarschaft gerade einen leichten Knoten in den Hals. Ja, man hat das Mandat zusammen geheult, man hat zusammen gelacht, war wirklich so. Und jetzt ist die Stimmung auch unter den Nachbarn. Man hilft sich gegenseitig. Man ist vertraut, jeder hat die gleichen. Den gleichen Mist, sage ich jetzt mal durchgemacht, viel Leid, viel Elend. Auch einer der Nachbarn ist verstorben damals, und man hält zusammen. Man versucht da gemeinsam nach vorne zu blicken und sich nicht hängen zu lassen. Ich glaube, das ist unterm Strich das, was uns alle ausmacht. Man lässt sich",5
